2024-02-19T16:00:35.695855
,Long Name,Sector,Price,Trailing PE,Forward PE,Market Cap,Dividend Yield,Payout Ratio
STAG,"STAG Industrial, Inc.",Real Estate,37.69,36.574257,46.175,6861.161472,4.01,145.30001
STBA,"S&T Bancorp, Inc.",Financial Services,34.9,8.914438,11.076412,1274.6816,3.96,34.489999999999995
STC,Stewart Information Services Corporation,Financial Services,63.48,48.171875,15.262377,1687.15328,3.08,142.57999999999998
STEL,"Stellar Bancorp, Inc.",Financial Services,25.91,14.72353,11.919048,1333.873792,2.08,30.59
STEM,"Stem, Inc.",Technology,3.06,,-5.1929827,461.45216,,
STEP,StepStone Group LP,Financial Services,34.25,30.135136,21.037735,3779.950336,2.51,95.5
STER,Sterling Check Corp.,Technology,13.84,,11.559323,1286.048896,,
STGW,Stagwell Inc.,Communication Services,6.66,,7.0869565,1780.488064,,
STHO,Star Holdings,Real Estate,11.93,,,154.37416,,
STKL,SunOpta Inc.,Consumer Defensive,6.06,,49.583332,692.913152,,
STKS,"The ONE Group Hospitality, Inc.",Consumer Cyclical,4.61,29.333332,10.731708,137.602528,,
STNE,StoneCo Ltd.,Technology,17.72,27.285715,14.445378,5401.029632,,
STNG,Scorpio Tankers Inc.,Energy,71.24,5.916318,5.9461727,3754.72128,1.98,6.69
STOK,"Stoke Therapeutics, Inc.",Healthcare,4.86,,-2.104348,216.1244,,
STR,Sitio Royalties Corp.,Energy,22.3,125.47059,31.83582,3352.628224,9.19,882.3499999999999
STRA,"Strategic Education, Inc.",Consumer Defensive,95.48,46.10784,21.976633,2296.550144,2.55,117.65
STRC,Sarcos Technology and Robotics Corporation,Technology,0.58,,-0.6209195,13.99118,,
STRL,"Sterling Infrastructure, Inc.",Industrials,77.41,19.659685,15.978724,2315.9488,,
STRO,"Sutro Biopharma, Inc.",Healthcare,4.71,,-1.2616279,264.536896,,
STRS,Stratus Properties Inc.,Real Estate,24.0,,,184.074064,,
SUM,"Summit Materials, Inc.",Basic Materials,37.34,13.756654,19.98895,6303.315456,,
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,28.37,65.90476,15.043478,1512.235904,,
SVC,Service Properties Trust,Real Estate,7.93,,-32.208336,1281.402112,10.35,466.67004
SWAV,"Shockwave Medical, Inc.",Healthcare,228.21,35.351562,50.957207,8347.900928,,
SWBI,"Smith & Wesson Brands, Inc.",Industrials,13.37,20.406252,13.463918,596.05056,3.68,68.75
SWI,SolarWinds Corporation,Technology,12.15,,12.574468,1960.299648,,
SWIM,"Latham Group, Inc.",Industrials,2.61,,18.071428,290.332672,,
SWKH,SWK Holdings Corporation,Financial Services,17.54,13.951612,11.931033,216.303616,,
SWTX,"SpringWorks Therapeutics, Inc.",Healthcare,43.7,,-9.698901,3180.078592,,
SWX,"Southwest Gas Holdings, Inc.",Utilities,60.28,,19.114008,4196.858368,4.23,103.4
SXC,"SunCoke Energy, Inc.",Basic Materials,10.4,15.769232,17.372883,858.501056,3.9,52.31
SXI,Standex International Corporation,Industrials,153.07,12.685567,17.620525,1757.09504,0.8099999999999999,9.62
SXT,Sensient Technologies Corporation,Basic Materials,63.22,20.404606,19.629745,2620.736512,2.6400002,53.95
SYBT,"Stock Yards Bancorp, Inc.",Financial Services,52.15,13.547684,13.966292,1457.884928,2.41,32.15
SYNA,Synaptics Incorporated,Technology,106.35,,17.0896,4186.941184,,
TALO,Talos Energy Inc.,Energy,13.6,14.908046,15.081395,2056.782592,,
TARS,"Tarsus Pharmaceuticals, Inc.",Healthcare,27.46,,-5.5705523,901.76928,,
TBBK,"The Bancorp, Inc.",Financial Services,46.26,12.504298,8.675943,2321.761536,,
TBI,"TrueBlue, Inc.",Industrials,14.0,,44.45161,429.105056,,
TBPH,"Theravance Biopharma, Inc.",Healthcare,9.98,,-15.540982,472.084064,,
TCBI,"Texas Capital Bancshares, Inc.",Financial Services,62.69,17.231638,14.489311,2881.511936,,
TCBK,TriCo Bancshares,Financial Services,37.82,10.326704,10.722713,1209.29536,3.3000000000000003,34.09
TCBX,"Third Coast Bancshares, Inc.",Financial Services,19.94,10.27027,8.597285,258.489296,,
TCI,"Transcontinental Realty Investors, Inc.",Real Estate,39.73,5.09359,,343.240192,,
TCMD,"Tactile Systems Technology, Inc.",Healthcare,14.83,13.666667,29.173079,356.458592,,
TCS,"The Container Store Group, Inc.",Consumer Cyclical,1.6,,32.6,84.307024,,
TCX,Tucows Inc.,Technology,24.55,,11.917526,251.89704,,
TDS,"Telephone and Data Systems, Inc.",Communication Services,19.18,,-16.560345,2170.729984,3.85,174.39
TDUP,ThredUp Inc.,Consumer Cyclical,2.31,,-4.8452387,218.255792,,
TDW,Tidewater Inc.,Energy,69.41,47.99286,11.726004,3550.440704,,
TELL,Tellurian Inc.,Energy,0.5575,,-2.3857143,349.965024,,
TENB,"Tenable Holdings, Inc.",Technology,47.97,,57.439022,5507.638272,,
TEX,Terex Corporation,Industrials,62.78,8.750712,8.676554,4134.238976,1.04,8.55
TFIN,"Triumph Financial, Inc.",Financial Services,72.75,43.88199,25.784672,1646.314624,,
TG,Tredegar Corporation,Industrials,5.02,,4.261261,162.752672,9.92,159.38001
TGAN,"Transphorm, Inc.",Technology,4.86,,-16.689655,306.15904,,
TGH,Textainer Group Holdings Limited,Industrials,49.74,10.17418,10.195072,2054.30848,2.42,23.57
TGI,"Triumph Group, Inc.",Industrials,15.64,,19.518074,1245.065728,,
TGNA,TEGNA Inc.,Communication Services,15.75,5.4894366,4.4927955,3070.731264,2.92,14.039999
TGTX,"TG Therapeutics, Inc.",Healthcare,16.1,,-135.33333,2458.898432,,
TH,Target Hospitality Corp.,Industrials,9.65,6.1592355,16.389832,983.061888,,
THFF,First Financial Corporation,Financial Services,42.93,7.7598424,7.102702,464.95888,2.28,19.489999
THR,"Thermon Group Holdings, Inc.",Industrials,33.66,26.650406,15.462264,1104.58112,,
THRD,"Third Harmonic Bio, Inc.",Healthcare,8.98,11.407895,-6.282609,349.943744,,
THRM,Gentherm Incorporated,Consumer Cyclical,48.81,89.166664,17.833334,1579.141888,,
THRX,"Theseus Pharmaceuticals, Inc.",Healthcare,4.08,,-4.319149,181.275744,,
THRY,"Thryv Holdings, Inc.",Communication Services,20.95,,24.92683,718.772608,,
THS,"TreeHouse Foods, Inc.",Consumer Defensive,42.44,27.880795,16.254826,2328.129792,,
TIL,"Instil Bio, Inc.",Healthcare,11.6,,-1.0008482,76.746608,,
TILE,"Interface, Inc.",Industrials,12.81,1241.0,13.94382,721.10784,0.32,400.0
TIPT,Tiptree Inc.,Financial Services,19.9,90.14286,,695.673728,1.06,90.480006
TITN,Titan Machinery Inc.,Industrials,27.19,5.7237687,6.1307335,610.76448,,
TK,Teekay Corporation,Energy,8.99,5.9933333,20.906977,817.634176,,
TKNO,"Alpha Teknova, Inc.",Healthcare,3.25,,-3.962963,130.73624,,
TLS,Telos Corporation,Technology,4.01,,-14.962962,281.277728,,
TLYS,"Tilly's, Inc.",Consumer Cyclical,7.46,,-16.681818,220.00696,,
TMCI,"Treace Medical Concepts, Inc.",Healthcare,13.43,,-23.241379,831.391104,,
TMDX,"TransMedics Group, Inc.",Healthcare,86.66,,-68.07143,2800.193024,,
TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,52.44,6.6,7.611679,5602.39104,,
TMP,Tompkins Financial Corporation,Financial Services,52.64,74.83333,9.91767,706.756096,4.8600003,363.64002
TMST,TimkenSteel Corporation,Basic Materials,21.27,25.060974,10.703125,886.831104,,
TNC,Tennant Company,Industrials,95.13,17.279707,15.196141,1765.65248,1.17999995,19.379999
TNET,"TriNet Group, Inc.",Industrials,115.77,18.949999,16.919643,5742.793728,,
TNGX,"Tango Therapeutics, Inc.",Healthcare,11.98,,-8.768657,1198.382464,,
TNK,Teekay Tankers Ltd.,Energy,62.53,3.9364378,5.06068,2126.700032,1.6,3.15
TNYA,"Tenaya Therapeutics, Inc.",Healthcare,4.29,,-2.4881656,286.406752,,
TOI,"The Oncology Institute, Inc.",Healthcare,2.16,,-5.0,151.18544,,
TOWN,TowneBank,Financial Services,29.23,12.168832,11.380567,2105.256448,3.56,41.56
TPB,"Turning Point Brands, Inc.",Consumer Defensive,25.46,34.7,8.463415,427.613312,1.0699999999999998,36.43
TPC,Tutor Perini Corporation,Industrials,9.0,,5.707006,466.118912,,
TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,34.94,8.484029,9.618384,3351.212288,,
TPIC,"TPI Composites, Inc.",Industrials,2.98,,-2.0930233,125.471976,,
TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,33.0,26.072,-16.71282,1305.881344,1.1,28.64
TRC,Tejon Ranch Co.,Industrials,16.07,121.38462,157.79999,421.865664,,
TREE,"LendingTree, Inc.",Financial Services,33.07,,15.400001,420.51056,,
TRMK,Trustmark Corporation,Financial Services,27.71,9.996296,10.883064,1648.31168,3.41,34.07
TRN,"Trinity Industries, Inc.",Industrials,26.07,23.495325,12.958762,2058.2496,4.46,94.39
TRNO,Terreno Realty Corporation,Real Estate,60.48,31.436842,39.82,5100.100096,3.01,86.83999999999999
TRNS,"Transcat, Inc.",Industrials,110.19,84.00001,48.052402,971.490368,,
TROX,Tronox Holdings plc,Basic Materials,14.15,,14.827957,2162.189312,3.63,15.58
TRS,TriMas Corporation,Consumer Cyclical,25.31,20.06504,10.637932,1022.107392,0.64999997,13.01
TRST,TrustCo Bank Corp NY,Financial Services,29.81,9.383117,9.292604,549.805184,4.97,46.75
TRTX,"TPG RE Finance Trust, Inc.",Real Estate,6.46,,16.026316,473.404928,15.76,98.97
TRUE,"TrueCar, Inc.",Communication Services,3.65,,-118.0,321.36192,,
TRUP,"Trupanion, Inc.",Financial Services,28.24,,-68.0,1130.02944,,
TSE,Trinseo PLC,Basic Materials,6.49,,-4.0743246,212.227056,0.66000004,36.68
TSP,TuSimple Holdings Inc.,Industrials,0.27,,-0.1404878,52.966888,,
TSVT,"2seventy bio, Inc.",Healthcare,4.01,,-2.8715084,260.210432,,
TTEC,"TTEC Holdings, Inc.",Technology,20.93,23.697674,9.221719,966.509248,5.11,60.47
TTGT,"TechTarget, Inc.",Communication Services,35.64,75.933334,21.76433,969.888064,,
TTI,"TETRA Technologies, Inc.",Energy,4.49,19.952381,9.522727,545.03104,,
TTMI,"TTM Technologies, Inc.",Technology,14.21,,9.33557,1422.227968,,
TTSH,"Tile Shop Holdings, Inc.",Consumer Cyclical,6.5,24.961538,27.041666,289.005536,,
TUP,Tupperware Brands Corporation,Consumer Cyclical,1.8,,2.048193,78.657816,,
TVTX,"Travere Therapeutics, Inc.",Healthcare,8.97,,-2.9667776,671.052032,,
TWI,"Titan International, Inc.",Industrials,15.1,7.5692306,8.581395,913.49344,,
TWO,Two Harbors Investment Corp.,Real Estate,12.73,,6.168317,1285.946752,14.45,10500.0
TWOU,"2U, Inc.",Consumer Defensive,0.9701,,-9.452222,69.816272,,
TWST,Twist Bioscience Corporation,Healthcare,32.7,,-12.960001,1872.03968,,
TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,126.97,28.90115,23.676083,8395.971584,1.7500000000000002,48.509997
TYRA,"Tyra Biosciences, Inc.",Healthcare,13.54,,-6.090909,576.98656,,
UBSI,"United Bankshares, Inc.",Financial Services,36.95,13.228782,13.277777,4837.92128,4.1300002000000005,53.510000000000005
UCBI,"United Community Banks, Inc.",Financial Services,28.28,17.753248,11.487394,3253.733376,3.36,59.74
UCTT,"Ultra Clean Holdings, Inc.",Technology,38.17,,23.292683,1712.536576,,
UDMY,"Udemy, Inc.",Consumer Defensive,13.82,,271.8,2083.741056,,
UE,Urban Edge Properties,Real Estate,17.6,50.794117,40.162792,2117.198464,3.7100002,188.24
UEC,Uranium Energy Corp.,Energy,7.62,764.0,69.454544,3002.367232,,
UEIC,Universal Electronics Inc.,Technology,8.99,,26.878786,114.885128,,
UFCS,"United Fire Group, Inc.",Financial Services,22.75,,18.991526,566.197632,2.8499998,106.78
UFI,"Unifi, Inc.",Consumer Cyclical,6.42,,9.723078,114.496912,,
UFPI,"UFP Industries, Inc.",Basic Materials,116.99,13.3001175,14.306431,7012.627968,1.06,12.3100005
UFPT,"UFP Technologies, Inc.",Healthcare,171.82,31.147875,26.8328,1287.215872,,
UHT,Universal Health Realty Income Trust,Real Estate,41.13,31.59524,,550.293632,7.28,227.78
UIS,Unisys Corporation,Technology,7.1,,44.93333,460.976896,,
ULCC,"Frontier Group Holdings, Inc.",Industrials,4.98,15.709677,81.166664,1076.581632,,
ULH,"Universal Logistics Holdings, Inc.",Industrials,30.15,7.6491227,8.010499,802.193792,1.38,10.5299994
UMBF,UMB Financial Corporation,Financial Services,82.79,11.490251,11.148648,4005.713152,1.89,21.31
UMH,"UMH Properties, Inc.",Real Estate,15.41,,215.85713,1003.275264,5.43,385.0
UNF,UniFirst Corporation,Industrials,174.59,28.331102,20.916048,3168.374272,0.7799999999999999,21.069999
UNFI,"United Natural Foods, Inc.",Consumer Defensive,15.29,,20.708332,885.773248,,
UNIT,Uniti Group Inc.,Real Estate,5.37,,12.829269,1255.414784,11.41,81.08
UNTY,"Unity Bancorp, Inc.",Financial Services,29.45,7.1328125,6.41452,275.625568,1.77,12.5
UONE,"Urban One, Inc.",Communication Services,3.95,12.2,,176.508256,,
UP,Wheels Up Experience Inc.,Industrials,3.19,,-0.5516667,2306.308608,,
UPBD,"Upbound Group, Inc.",Technology,34.63,207.50002,8.829787,1802.59072,4.46,850.0
UPLD,"Upland Software, Inc.",Technology,4.17,,5.6849313,130.2656,,
UPWK,Upwork Inc.,Industrials,14.24,,19.869566,1866.068096,,
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,39.35,13.148788,10.888252,3525.80352,,
URG,Ur-Energy Inc.,Energy,1.83,,36.8,492.179744,,
USCB,"USCB Financial Holdings, Inc.",Financial Services,12.3576,13.184782,10.193277,237.4496,1.66,
USLM,"United States Lime & Minerals, Inc.",Basic Materials,256.98,21.591822,,1474.411264,0.31,6.670000399999999
USM,United States Cellular Corporation,Communication Services,44.26,317.14285,56.202534,3774.000128,,
USNA,"USANA Health Sciences, Inc.",Consumer Defensive,47.76,15.152103,16.089346,895.657216,,
USPH,"U.S. Physical Therapy, Inc.",Healthcare,96.56,54.270588,31.813793,1382.700672,1.86,100.0
UTI,"Universal Technical Institute, Inc.",Consumer Defensive,14.28,108.61539,17.873417,758.695808,,
UTL,Unitil Corporation,Utilities,49.18,17.217392,16.21843,764.986496,3.41,58.15
UTMD,"Utah Medical Products, Inc.",Healthcare,80.22,17.034409,,287.494272,1.45000005,25.380000000000003
UTZ,"Utz Brands, Inc.",Consumer Defensive,17.46,80.45455,27.656252,1436.20288,1.28999995,105.98999
UUUU,Energy Fuels Inc.,Energy,7.73,11.796876,-75.5,1227.192192,,
UVE,"Universal Insurance Holdings, Inc.",Financial Services,16.62,7.0423737,9.776471,485.068032,3.85,27.12
UVSP,Univest Financial Corporation,Financial Services,21.65,8.813277,10.360975,626.82848,3.95,34.849998
UVV,Universal Corporation,Consumer Defensive,58.99,11.923868,,1423.205632,5.52,65.42999999999999
VAL,Valaris Limited,Energy,64.29,79.32051,14.980629,4510.025728,,
VALU,"Value Line, Inc.",Financial Services,45.99,23.850267,,420.443296,2.51,58.29
VBIV,VBI Vaccines Inc.,Healthcare,0.715,,-0.85365856,16.58139,,
VBTX,"Veritex Holdings, Inc.",Financial Services,21.7,10.611111,9.214912,1141.641344,3.81,40.400000000000006
VC,Visteon Corporation,Consumer Cyclical,119.55,21.35,12.6,3206.353152,,
VCEL,Vericel Corporation,Healthcare,43.97,,358.16666,2051.198976,,
VCSA,"Vacasa, Inc.",Technology,9.24,,-2.109302,201.857376,,
VCTR,"Victory Capital Holdings, Inc.",Financial Services,34.53,11.095395,6.841785,2225.822464,3.790000000000001,39.8
VCYT,"Veracyte, Inc.",Healthcare,25.47,,-96.230774,1827.453184,,
VECO,Veeco Instruments Inc.,Technology,32.08,30.951456,18.0113,1796.173312,,
VEL,"Velocity Financial, Inc.",Financial Services,15.93,12.5,10.16129,516.316512,,
VERA,"Vera Therapeutics, Inc.",Healthcare,34.25,,-16.630136,1618.246144,,
VERI,"Veritone, Inc.",Technology,1.76,,-4.852941,61.264004,,
VERU,Veru Inc.,Healthcare,0.4686,,-1.2505128,71.390008,,
VERV,"Verve Therapeutics, Inc.",Healthcare,11.21,,-3.1181555,870.188672,,
VGR,Vector Group Ltd.,Consumer Defensive,10.79,9.432432,8.1796875,1632.618496,7.64,72.07000000000001
VHI,"Valhi, Inc.",Basic Materials,14.532,,5.2142854,392.361504,2.31,133.32999999999998
VIA,"Via Renewables, Inc.",Utilities,10.64,,,76.738944,,92.95
VIAV,Viavi Solutions Inc.,Technology,9.72,983.0,16.948277,2186.142976,,
VICR,Vicor Corporation,Technology,37.88,31.923729,31.923729,1674.442752,,
VIEW,"View, Inc.",Industrials,1.47,,-0.098765425,6.507264,,
VIR,"Vir Biotechnology, Inc.",Healthcare,9.35,,-2.191142,1264.49728,,
VITL,"Vital Farms, Inc.",Consumer Defensive,15.11,30.595745,23.966665,598.241088,,
VLD,"Velo3D, Inc.",Technology,0.3,,-1.65,80.523728,,
VLGEA,"Village Super Market, Inc.",Consumer Defensive,25.875,7.4794116,,376.55472,3.9300002,29.41
VLY,Valley National Bancorp,Financial Services,9.81,10.126316,8.016666,4884.17024,4.58,46.32
VMEO,"Vimeo, Inc.",Technology,4.0,79.4,-49.625,665.447488,,
VNDA,Vanda Pharmaceuticals Inc.,Healthcare,3.7,17.142857,-7.8260865,207.1152,,
VPG,"Vishay Precision Group, Inc.",Technology,32.36,14.425339,15.627451,431.4384,,
VRDN,"Viridian Therapeutics, Inc.",Healthcare,19.5,,-4.594272,1149.781376,,
VRE,"Veris Residential, Inc.",Real Estate,15.66,,-44.85294,1545.831552,,
VREX,Varex Imaging Corporation,Healthcare,19.34,17.842592,14.488722,781.00544,,
VRNS,"Varonis Systems, Inc.",Technology,45.68,,128.22858,4889.810944,,
VRNT,Verint Systems Inc.,Technology,30.19,989.6667,10.454226,1870.930176,,
VRRM,Verra Mobility Corporation,Industrials,23.86,51.97826,19.925,3976.567808,,
VRTS,"Virtus Investment Partners, Inc.",Financial Services,243.14,12.937534,9.144462,1696.448,3.22,36.180001
VSEC,VSE Corporation,Industrials,64.78,21.054237,16.877718,978.064832,0.64,13.56
VSH,"Vishay Intertechnology, Inc.",Technology,22.1,8.833333,10.919598,3006.041344,1.84,16.259999999999998
VSTO,Vista Outdoor Inc.,Consumer Cyclical,28.37,,6.2937217,1630.072576,,
VTGN,"Vistagen Therapeutics, Inc.",Healthcare,4.8,,-2.202765,129.169944,,
VTLE,"Vital Energy, Inc.",Energy,45.56,1.4370493,4.309735,1551.58208,,
VTNR,"Vertex Energy, Inc.",Energy,1.5,,29.2,136.53088,,
VTOL,Bristow Group Inc.,Energy,27.33,46.2807,8.764119,745.129472,,
VTYX,"Ventyx Biosciences, Inc.",Healthcare,2.14,,-0.73519164,124.591488,,
VUZI,Vuzix Corporation,Technology,1.7,,-3.0925925,105.757088,,
VVI,Viad Corp,Industrials,34.38,47.228573,19.22093,691.595392,,
VVX,"V2X, Inc.",Industrials,38.7,,21.971752,1212.800128,,
VWE,"Vintage Wine Estates, Inc.",Consumer Defensive,0.485,,-2.0869565,28.620672,,
VXRT,"Vaxart, Inc.",Healthcare,1.02,,-2.185185,181.022608,,
VZIO,VIZIO Holding Corp.,Technology,7.18,63.636364,36.842106,1380.37888,,
WABC,Westamerica Bancorporation,Financial Services,49.07,7.8745875,10.11017,1272.740096,3.69,28.38
WAFD,"WaFd, Inc",Financial Services,30.24,8.5161295,8.935385,1865.956608,3.44,29.33
WASH,"Washington Trust Bancorp, Inc.",Financial Services,29.08,9.861702,10.655172,473.632096,8.05,79.43
WD,"Walker & Dunlop, Inc.",Financial Services,100.36,27.755747,25.28534,3230.954752,2.6099999,71.550006
WDFC,WD-40 Company,Basic Materials,269.19,50.980316,44.27009,3512.26112,1.36,65.230006
WEAV,"Weave Communications, Inc.",Technology,13.07,,-179.14285,871.203968,,
WERN,"Werner Enterprises, Inc.",Industrials,40.36,16.90171,17.121212,2507.268352,1.4199999,23.08
WEYS,"Weyco Group, Inc.",Consumer Cyclical,32.73,9.642643,22.144827,304.968576,3.11,29.43
WFRD,Weatherford International plc,Energy,87.25,18.773586,13.365672,6458.221056,,
WGO,"Winnebago Industries, Inc.",Consumer Cyclical,65.65,12.446969,8.535066,1921.51488,1.89,21.209998
WGS,GeneDx Holdings Corp.,Healthcare,3.75,,-1.6812227,99.654552,,
WHD,"Cactus, Inc.",Energy,44.06,18.293104,13.345911,2772.31232,1.13,19.399999
WINA,Winmark Corporation,Consumer Cyclical,368.63,32.031082,,1257.833088,0.89,26.639998
WING,Wingstop Inc.,Consumer Cyclical,280.05,121.692635,97.94773,8268.822016,0.31,34.35
WIRE,Encore Wire Corporation,Industrials,230.04,8.764089,13.256907,3557.555712,0.04,0.31
WISH,ContextLogic Inc.,Consumer Cyclical,4.48,,-0.56901044,104.919328,,
WK,Workiva Inc.,Technology,95.77,,116.175,5023.221248,,
WKHS,Workhorse Group Inc.,Consumer Cyclical,0.2802,,-0.828125,69.13532,,
WLDN,"Willdan Group, Inc.",Industrials,19.55,106.33333,12.675496,261.199744,,
WLY,"John Wiley & Sons, Inc.",Communication Services,34.21,,11.28,1856.865152,4.14,448.39
WMK,"Weis Markets, Inc.",Consumer Defensive,61.21,14.568345,,1634.077824,2.24,32.61
WNC,Wabash National Corporation,Industrials,25.69,5.5482454,9.233577,1166.008704,1.26,7.0199996
WOR,"Worthington Enterprises, Inc.",Industrials,57.87,9.57047,19.013334,2851.680512,1.12,26.340000000000003
WOW,"WideOpenWest, Inc.",Communication Services,3.79,,-17.666668,310.277344,,
WRBY,Warby Parker Inc.,Healthcare,13.24,,67.10526,1499.910016,,
WRLD,World Acceptance Corporation,Financial Services,137.5,11.378683,8.944822,748.467008,,
WSBC,"WesBanco, Inc.",Financial Services,30.34,11.689243,11.24138,1742.103552,4.9099997,56.18
WSBF,"Waterstone Financial, Inc.",Financial Services,14.09,26.078432,13.168317,270.189504,4.5100003,147.06
WSFS,WSFS Financial Corporation,Financial Services,46.57,10.115909,10.497642,2694.546176,1.35,13.64
WSR,Whitestone REIT,Real Estate,13.0,17.226667,-107.66667,649.605952,3.72,64.0
WT,"WisdomTree, Inc.",Financial Services,6.97,21.838709,14.717391,1017.768,1.77,38.709998
WTBA,"West Bancorporation, Inc.",Financial Services,19.87,13.062499,12.135484,314.599136,5.2800003,69.44
WTI,"W&T Offshore, Inc.",Energy,3.25,7.6,9.5,445.58496,0.33000002,
WTS,"Watts Water Technologies, Inc.",Industrials,204.69,24.14756,23.48873,6598.920704,0.73,16.1
WTTR,"Select Water Solutions, Inc.",Basic Materials,7.73,14.942308,7.0,933.472256,3.09,38.459998
WULF,TeraWulf Inc.,Financial Services,1.8,,-167.0,402.328064,,
WW,"WW International, Inc.",Consumer Cyclical,3.9,,20.888887,297.344544,,
WWW,"Wolverine World Wide, Inc.",Consumer Cyclical,8.52,,9.835294,664.891648,4.78,20.51
XERS,"Xeris Biopharma Holdings, Inc.",Healthcare,2.52,,-8.4827585,339.787488,,
XHR,"Xenia Hotels & Resorts, Inc.",Real Estate,13.7,32.512196,88.86666,1464.620416,3.0,97.56
XMTR,"Xometry, Inc.",Industrials,33.1,,107.26666,1546.9248,,
XNCR,"Xencor, Inc.",Healthcare,19.36,,-4.94709,1138.366336,,
